Country Name,Country Code,Series Name,Series Code,2007,2008,2009,2010,2011,2012,2013,2014,2015
Myanmar,MMR,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,..,..,..,..,..,..,2.5,3,2.5
Myanmar,MMR,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,..,..,..,..,..,..,2,2.5,2.5
Myanmar,MMR,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,..,..,..,..,..,..,2.833333333,2.83333,2.83333
Myanmar,MMR,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,..,..,..,..,..,..,3.5,3.5,3.5
Myanmar,MMR,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,2.5,3,3
Myanmar,MMR,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,115.62,123.27,126,128.61,123.45,119.31,121.47,..,..
Myanmar,MMR,"Currency composition of PPG debt, all other currencies (%)",DT.CUR.OTHC.ZS,2.8557,2.5481,2.5935,2.7224,2.6968,2.7233,3.0171,3.1112,2.9441
Myanmar,MMR,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,14.7026,12.5702,12.2957,13.0081,12.277,12.0136,14.0346,12.6505,12.6416
Myanmar,MMR,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,45.4229,47.2269,48.1291,54.1896,55.0517,53.332,48.681,48.1639,47.4098
Myanmar,MMR,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,5.1606,5.7615,5.8253,6.4196,6.4266,1.6565,1.3518,1.0729,0.8351
Myanmar,MMR,"Currency composition of PPG debt, Pound sterling (%)",DT.CUR.UKPS.ZS,1.338,0.9832,1.0062,1.0728,1.0714,1.033,1.2335,1.267,1.2529
Myanmar,MMR,"Currency composition of PPG debt, SDR (%)",DT.CUR.SDRW.ZS,0,0,0,0,0,13.5105,15.1022,15.6044,16.1578
Myanmar,MMR,"Currency composition of PPG debt, Swiss franc (%)",DT.CUR.SWFR.ZS,0,0,0,0,0,0,0,0,0
Myanmar,MMR,"Currency composition of PPG debt, U.S. dollars (%)",DT.CUR.USDL.ZS,30.5202,30.9101,30.1502,22.5875,22.4765,15.7311,16.5798,18.1301,18.7587
Myanmar,MMR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,6.841285596,3.913774605,2.671665306,3.177494758,-2.602854172,-2.10886169,-0.646207307,-4.154882128,-6.262825382
Myanmar,MMR,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1380740925,1247028551,986009643.9,1574156747,-1561122334,-1259646752,-388582899.8,-2724552595,-3920585437
Myanmar,MMR,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.57,8.498,8.429,8.366,8.313,8.275,8.253,8.25,..
Myanmar,MMR,Debt buyback (current US$),DT.DSB.DPPG.CD,..,..,..,..,..,..,..,0,..
Myanmar,MMR,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,0,0,0,..,..,0,..
Myanmar,MMR,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,0.097268633,0.133110633,0.094827039,0.080163132,0.042261664,0.020451791,8.181414373,..,..
Myanmar,MMR,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,6182000,5480000,5402000,2418000,1579000,943225000,66596000,61855000,76059000
Myanmar,MMR,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)",DT.TDS.DPNG.CD,..,..,..,..,..,..,..,..,19209000
Myanmar,MMR,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,6182000,5480000,5402000,2418000,1579000,943225000,66596000,61855000,56850000
Myanmar,MMR,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,8571000,6019000,6294000,3659000,1993000,943339000,67088000,62038000,76231000
Myanmar,MMR,Debt stock reduction (current US$),DT.DSF.DPPG.CD,..,..,..,..,..,..,..,0,..
Myanmar,MMR,Debt stock rescheduled (current US$),DT.DXR.DPPG.CD,..,..,..,..,..,..,..,0,..
Myanmar,MMR,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1156.2561,917.481,918.3838,802.909,772.0899,858.1667,964.7243,995.2324,1162.6104
Myanmar,MMR,Delay in obtaining an electrical connection (days),IC.ELC.DURS,..,..,..,..,..,..,..,105.6,..
Myanmar,MMR,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Deposit interest rate (%),FR.INR.DPST,12,12,12,12,11.33333333,8,8,8,8
Myanmar,MMR,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,116.7809653,120.5832957,122.9329643,126.6008755,119.1351303,139.4126295,151.7308195,171.7879141,192.5339435
Myanmar,MMR,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,..,..,..,..,..,0,0,0
Myanmar,MMR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,260,229,199,171,149,132,120,113,108
Myanmar,MMR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,6.8
Myanmar,MMR,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,..,..,..,50.3,..,..,..,..,..
Myanmar,MMR,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,..,..,..,60.6,..,..,..,..,..
Myanmar,MMR,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1021000,522000,275000,0,0,931134000,0,17617000,177691000
Myanmar,MMR,"Disbursements on external debt, long-term + IMF (DIS, current US$)",DT.DIS.DLTF.CD,1021000,522000,275000,0,0,931134000,0,17617000,177691000
Myanmar,MMR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,..,..,..,..,..,..,..,..,85000000
Myanmar,MMR,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,1021000,522000,275000,0,0,931134000,0,17617000,92691000
Myanmar,MMR,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,..,..,..,..,..,42.28,43.14,39.42,44.01
Myanmar,MMR,Documents to export (number),IC.EXP.DOCS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Documents to import (number),IC.IMP.DOCS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,3.423736465,3.121102902,3.472176911,4.766953785,6.746762064,9.310266145,12.83852973,15.53723323,18.07704155
Myanmar,MMR,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,3.423736465,3.121102902,3.472176911,4.766953785,6.746762064,9.310266145,12.83852973,15.53723323,18.07704155
Myanmar,MMR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,0.092410935,..,..,..,..,..,..
Myanmar,MMR,Duration of compulsory education (years),SE.COM.DURS,5,5,5,5,5,5,5,5,..
Myanmar,MMR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,171
Myanmar,MMR,"EBRD, private nonguaranteed (NFL, current US$)",DT.NFL.NEBR.CD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,73.51689148,77.07190704,..,..,..,..,..,..
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,30.6297859,29.00936273,28.3026996,16.61142781,20.22699635,25.26090198,26.71152229,..,..
Myanmar,MMR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,13.36146273,9.272123226,6.792073521,8.895664855,7.336846372,7.184122251,4.322960471,..,..
Myanmar,MMR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,56.55571183,61.4768952,75.47386559,67.67864245,76.18565059,72.36302646,74.66778806,..,..
Myanmar,MMR,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,29.55149242,28.64693446,17.30327398,22.98820098,16.09241994,19.97763697,20.54667788,..,..
Myanmar,MMR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,..,..
Myanmar,MMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.531333021,0.604047116,0.430786904,0.437491714,0.385083097,0.475214312,0.462573591,..,..
Myanmar,MMR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,43.44428817,38.5231048,24.52613441,32.32135755,23.81434941,27.63697354,25.33221194,..,..
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0,0,0,..,..
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,..,..
Myanmar,MMR,Emigration rate of tertiary educated (% of total tertiary educated population),SM.EMI.TERT.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employers, female (% of female employment)",SL.EMP.MPYR.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employers, male (% of male employment)",SL.EMP.MPYR.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employers, total (% of total employment)",SL.EMP.MPYR.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment in industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment in industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Employment in services (% of total employment),SL.SRV.EMPL.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment in services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,72.09999847,72.09999847,72.19999695,72.30000305,72.40000153,72.5,72.5,72.40000153,..
Myanmar,MMR,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,79.09999847,79.09999847,79.40000153,79.5,79.69999695,79.80000305,79.90000153,79.90000153,..
Myanmar,MMR,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,75.5,75.40000153,75.59999847,75.80000305,75.90000153,76,76,76,..
Myanmar,MMR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,51.79999924,51.59999847,51.5,51.5,51.40000153,51.40000153,51.29999924,51.09999847,..
Myanmar,MMR,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,53.5,53.20000076,53.20000076,53.09999847,53.09999847,53,53,52.79999924,..
Myanmar,MMR,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,52.70000076,52.40000153,52.40000153,52.29999924,52.20000076,52.20000076,52.20000076,52,..
Myanmar,MMR,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-50.9257742,-50.26196293,-54.23060876,-61.1376004,-58.45442684,-46.420677,-39.93638168,..,..
Myanmar,MMR,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,4.92781101,4.310455571,3.696418306,3.299437631,3.172332858,3.191478103,..,..,..
Myanmar,MMR,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,13.33639484,13.4424369,..,..,..,..,..,..,..
Myanmar,MMR,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,112.2249144,98.12534784,84.09266824,75.12355264,72.68259911,74.01737012,72.43010649,77.95974161,..
Myanmar,MMR,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,5013582,5109630,5094623,5125942,..,..,..,5177276,..
Myanmar,MMR,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,2686198,2828868,2812866,2852447,..,..,..,3191268,..
Myanmar,MMR,"Enrolment in secondary general, both sexes (number)",SE.SEC.ENRL.GC,2686198,2828868,2812866,2852447,..,..,..,3191268,..
Myanmar,MMR,"Enrolment in secondary vocational, both sexes (number)",SE.SEC.ENRL.VO,0,0,0,0,..,..,..,0,..
Myanmar,MMR,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..,..,..,23.6,..,..,..,..,..
Myanmar,MMR,Expenditure on education as % of total government expenditure (%),SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Expenditure on secondary as % of government expenditure on education (%),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Expenditure on tertiary as % of government expenditure on education (%),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Expense (current LCU),GC.XPN.TOTL.CN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,385.9280199,424.7819673,411.1630261,534.5784702,570.189548,547.8999117,693.3099613,680.8359617,685.4899533
Myanmar,MMR,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,227.685593,195.2630671,219.5576154,280.1973692,252.8919758,232.9658519,304.1372847,302.6109422,368.3555168
Myanmar,MMR,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,..,..,..,43405800000,44019838038,5.62807E+12,1.10175E+13,1.28664E+13,1.51962E+13
Myanmar,MMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,-0.581852233,12690.46284,96.48399886,18.21560567,20.65718665
Myanmar,MMR,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,5737336232,6262076520,6252640446,7703969923,8457499473,9451615665,12149576074,13164482673,13823358294
Myanmar,MMR,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,..,..,..,54060671.88,53746118.66,6874377336,13507051487,15967442723,19265867171
Myanmar,MMR,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,..,..,..,43405800000,43153242384,5.5195E+12,1.08449E+13,1.28204E+13,1.54687E+13
Myanmar,MMR,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,32246000000,34073200000,34813500000,43405800000,46060100000,5.89397E+12,1.13906E+13,1.31114E+13,1.51239E+13
Myanmar,MMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,27888285.3,37137771.79,37907354.2,54060671.88,59656394.94,6868100102,11807145109,13174185447,13008575874
Myanmar,MMR,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5911463763,6439004779,6347345687,7851489593,8657964791,9744867767,12386532625,13451954206,14163337850
Myanmar,MMR,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,0.058674725,0.050008743,0.038007863,0.043243839,-0.001436688,0.612106574,0.689437665,-2.078132417,-5.756423386
Myanmar,MMR,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,13692400000,14619200000,12882400000,17201000000,-665300000,3.13761E+11,3.99954E+11,-1.35623E+12,-4.18955E+12
Myanmar,MMR,External balance on goods and services (current US$),NE.RSB.GNFS.CD,11842013.2,15934062.94,14027250.92,21423349.35,-861687.2206,365618125.2,414578548.5,-1362729650,-3603573199
Myanmar,MMR,"External debt stocks (% of exports of goods, services and primary income)",DT.DOD.DECT.EX.ZS,129.7200373,116.8851594,127.679323,104.6516321,94.61460282,80.45554016,58.54083802,46.58095697,45.19544099
Myanmar,MMR,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,10.60438731,12.64018312,10.0749486,..
Myanmar,MMR,"External debt stocks, concessional (DOD, current US$)",DT.DOD.ALLC.CD,5292636000,5217096000,5410009000,5893922000,5878005000,5765148000,5275117000,4548704000,4613994000
Myanmar,MMR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,6584290000,6461886000,6670554000,6645760000,6619716000,6485798000,5978012000,5175077000,5306488000
Myanmar,MMR,"External debt stocks, long-term private sector (DOD, current US$)",DT.DOD.PRVS.CD,118411000,120826000,127110000,142584000,144285000,136950000,115220000,98684000,164477000
Myanmar,MMR,"External debt stocks, long-term public sector (DOD, current US$)",DT.DOD.PUBS.CD,6465879000,6341060000,6543444000,6503176000,6475431000,6348848000,5862792000,5076393000,5142011000
Myanmar,MMR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,..,..,..,..,..,..,..,..,66112000
Myanmar,MMR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,6584290000,6461886000,6670554000,6645760000,6619716000,6485798000,5978012000,5175077000,5240376000
Myanmar,MMR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1012570000,999358000,1060573000,1181301000,1191280000,976776000,893316000,751950000,754139000
Myanmar,MMR,"External debt stocks, variable rate (DOD, current US$)",DT.DOD.VTOT.CD,546182000,546182000,546182000,0,..,..,..,..,66112000
Myanmar,MMR,External resources for health (% of total expenditure on health),SH.XPD.EXTR.ZS,5.38099883,6.52999517,9.21206328,9.42432325,7.11929499,6.72085775,12.31143549,21.80598083,..
Myanmar,MMR,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Female legislators, senior officials and managers (% of total)",SG.GEN.LSOM.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,329.6123602,166.6796387,209.7267657,441.9772097,212.0514468,176.4700979,255.7392753,289.1695475,..
Myanmar,MMR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,15.77290347,7.609687675,6.236427645,6.637221349,14.99517894,15.75165101,17.1007241,20.46834739,..
Myanmar,MMR,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Final consumption expenditure (current US$),NE.CON.TOTL.CD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Final consumption expenditure, etc. (annual % growth)",NE.CON.TETC.KD.ZG,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Final consumption expenditure, etc. (constant 2010 US$)",NE.CON.TETC.KD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,..,..,..,..,..,..,..,31.2,..
Myanmar,MMR,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,..,..,..,..,..,..,..,37.1,..
Myanmar,MMR,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,..,..,..,..,..,..,..,88.4,..
Myanmar,MMR,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,..,..,..,..,..,..,..,15.1,..
Myanmar,MMR,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,..,..,..,..,..,..,..,2.8,..
